timestamp,proc_cpu,proc_mem,rss_kb,sys_cpu,sys_mem,threads,state
2026-09-08 18:05:49,8.7,0.0,2176,0.0,4.0,1,S+
2026-09-08 18:05:49,3.9,0.0,2176,1.6,4.1,1,S+
2026-09-08 18:05:49,2.5,0.0,2176,0.0,4.1,1,S+
2026-09-08 18:05:49,1.8,0.0,2176,1.6,4.2,1,S+
2026-09-08 18:05:49,1.4,0.0,2176,1.6,4.3,1,S+
2026-09-08 18:05:49,1.2,0.0,2176,0.0,4.4,1,S+
2026-09-08 18:05:49,1.0,0.0,2176,0.0,4.5,1,S+
2026-09-08 18:05:49,0.9,0.0,2176,1.6,4.5,1,S+
2026-09-08 18:05:49,0.8,0.0,2176,0.0,4.5,1,S+
